countryname,Year,infant_mortality,us_length,Score,adult_literacy,imports,exports
Uruguay,30,10.6,8,NA,98.0727081298828,10214550358.188,10612138808.433
Uruguay,31,10.3,8,NA,98.3358993530273,12865868997.9393,12672707386.2754
Uruguay,32,10,8,NA,98.3959426879883,14939224936.7325,13287539954.5065
Uruguay,33,9.5,8,NA,98.3638687133789,15167942836.4971,13435347384.9699
Uruguay,34,9.1,8,NA,98.4359283447266,14620918050.4173,13474880882.7325
Uruguay,35,8.7,8,NA,98.5238723754883,12173386052.0942,11974918872.6333
Uzbekistan,26,44.6,1,NA,NA,5365211006.46474,6328126538.24697
Uzbekistan,27,43.3,2,NA,NA,7751706398.20179,8851137334.97958
Uzbekistan,28,42,3,NA,NA,11400016681.832,12165067485.593
Uzbekistan,29,40.8,4,NA,NA,11457877212.3743,11677571266.7676
Uzbekistan,30,39.6,4,NA,NA,9216063086.46529,13030252051.8188
Uzbekistan,31,38.4,4,NA,NA,11343212358.7357,14991418710.3987
Uzbekistan,32,37.2,4,NA,NA,12802232948.4479,13608904345.4126
Uzbekistan,33,36.1,4,NA,99.9948577880859,13957026160.2868,14367370513.0124
Uzbekistan,34,35,4,NA,99.9805526733398,13964534254.8137,13593687690.6198
Uzbekistan,35,33.9,4,NA,99.9838333129883,12366335626.595,12548905306.0701
Vietnam,24,23.2,1,NA,NA,33292010669.3764,27134530700.5589
Vietnam,25,22.6,2,NA,NA,38623129914.0376,36712091438.1245
Vietnam,26,22,3,NA,NA,46856276474.358,44944777029.2449
Vietnam,27,21.4,3,NA,NA,65095862341.9564,54591007520.8978
Vietnam,28,20.8,3,NA,NA,83250410219.4482,69724976613.6576
Vietnam,29,20.3,3,NA,93.5204467773438,76433848992.6973,66374595429.0185
Vietnam,30,19.8,3,NA,NA,92994667514.9521,83473591218.5112
Vietnam,31,19.3,3,NA,NA,113207523251.137,107605943514.67
Vietnam,32,18.8,3,NA,NA,119241741885.923,124700595352.41
Vietnam,33,18.3,3,NA,NA,139491323458.917,143186372437.711
Vietnam,34,17.8,3,NA,NA,154791469642.519,160889682239.455
Vietnam,35,17.3,3,NA,NA,171961718750.27,173490415457.862
Zambia,16,106.1,1,NA,NA,1271350442.91746,1024449292.15995
Zambia,17,104.6,2,NA,NA,1329783187.52377,1177862381.13351
Zambia,18,103.1,3,NA,NA,1119059126.79233,870898447.98883
Zambia,19,100.9,4,NA,68.0017929077148,1182328266.33166,852345058.626466
Zambia,20,97.6,4,NA,NA,1312938954.60975,861422399.382795
Zambia,21,92.7,4,NA,NA,1619718685.09236,1028111855.77003
Zambia,22,86.5,4,NA,69.1492233276367,1584553107.80703,1137944596.00782
Zambia,23,80,4,NA,NA,1795489024.5706,1258986753.42784
Zambia,24,73.9,4,NA,NA,2318788047.45862,2086548347.94618
Zambia,25,68.7,4,NA,NA,2632001949.14305,2550444807.88619
Zambia,26,64.9,4,NA,NA,3222874996.53076,4157837750.82568
Zambia,27,61.3,4,NA,61.1270904541016,4523566396.0025,4721899912.55465
Zambia,28,58.7,4,NA,NA,5469175507.91574,5179705635.79571
Zambia,29,55.6,4,NA,NA,4118784328.49131,4483693050.07828
Zambia,30,52.9,4,NA,83.0076675415039,6256988597.27752,7503512538.82554
Zambia,31,51.1,4,NA,NA,8385253152.83807,9494352665.25397
Zambia,32,49,4,NA,NA,9950731451.44056,10222369008.995
Zambia,33,46.5,4,NA,NA,12372097333.1604,11353601808.7807
Zambia,34,44.7,4,NA,NA,11197227278.6374,10540534390.8464
Zambia,35,43.3,4,NA,NA,10021732079.1437,7889717807.33052
